city_name;cdek_id;region_name;regionCode;subRegion;kladr;paymentLimit
Земетчино;14644;Пензенская;69;Земетчинский;5800900000100;0
Ахматово;35535;Рязанская;41;Касимовский;6200500001500;0
Елбаши;1975;Новосибирская;23;Искитимский;5400800001200;0
Селевино;15279;Московская;9;Клинский;5001100018700;-1
Сосенский;1936;Калужская;33;Козельский;4001200200000;-1
Перелюб;24530;Саратовская;47;Перелюбский;6402500000100;0
Теменичи;37297;Брянская;29;Брянский;3200100008000;-1
Кролики;15137;Московская;9;Ногинский;5002100013300;-1
Баево;1856;Алтайский;2;Баевский;2200400000100;0
Мачихино;42631;Москва;81;Киевский;7700500000600;-1
Столыпино;42343;Пензенская;69;Никольский;5802300003200;0
Знаменка;30068;Белгородская;16;Валуйский;3100400003000;0
"Большие Борницы";14778;Ленинградская;26;Гатчинский;4700700001700;-1
Грузино;52681;Ленинградская;26;Всеволожский;4700507000000;-1
Агинское;843;Красноярский;13;Саянский;2403400000100;-1
Пряжа;2555;Карелия;73;Пряжинский;1001200000100;-1
Ильичевское;45148;Карачаево-Черкесская;80;Прикубанский;0900600000600;-1
Бунырево;48657;Тульская;37;Алексинский;7100200001900;-1
Проточный;30598;Белгородская;16;Новооскольский;3101400008300;0
Кукмор;1516;Татарстан;39;Кукморский;1602400200000;-1
Гурьевск;2369;Кемеровская;54;Гурьевский;4200300100000;-1
Рыркайпий;46157;Чукотский;83;Иультинский;8700400001800;0
Филимоново;60822;Московская;9;Дмитровский;5000500042300;-1
Белозерское;16816;Курганская;28;Белозерский;4500300000100;-1
Усть-Рыбница;52252;Орловская;36;Орловский;5700100023700;-1
Оленьковский;52353;Тульская;37;Веневский;7100600013500;0
Северный;13434;Московская;9;Талдомский;5003500014100;-1
Балтым;43212;Свердловская;24;"Верхняя Пышма";6600000400200;-1
Семеновка;53158;Саратовская;47;Марксовский;6402100004800;-1
Голицыно;1102;Московская;9;Одинцовский;5002200300000;-1
Приречное;48526;Воронежская;63;Верхнемамонский;3600700001400;0
Нижнезольский;44689;Ставропольский;19;Георгиевский;2600800000900;-1
Нижегородец;36969;Нижегородская;67;Дальнеконстантиновский;5202100007400;0
Нахвальское;48723;Красноярский;13;Сухобузимский;2403600001000;0
Желдыбино;22944;Владимирская;17;Киржачский;3300700003600;-1
Новолотошино;16564;Московская;9;Лотошинский;5001500014200;-1
Огуднево;32729;Московская;9;Щелковский;5004000007200;-1
Донской;37155;Липецкая;60;Краснинский;4801100009200;-1
Зимовейский;47620;Волгоградская;40;Иловлинский;3400900001700;0
"1-е Мая";62640;Тверская;50;Конаковский;6901500012800;0
Студенец;62838;Архангельская;66;Устьянский;2901700008200;0
Вахрушев;33329;Сахалинская;20;Поронайский;6501000000300;0
Пузино;60126;Московская;9;Сергиево-Посадский;5003000020100;-1
Енгалышево;52597;Башкортостан;27;Чишминский;0205000007700;0
Туринск;1652;Свердловская;24;Туринский;6603000100000;-1
Лолошур-Возжи;44100;Удмуртская;48;Граховский;1800700001700;0
Ваулино;56685;Московская;9;Можайский;5001800005400;-1
Холодный;43043;Магаданская;59;Сусуманский;4900600001600;0
Краснозоринский;44854;Ставропольский;19;Новоалександровский;2601900001000;0
Угольное;55256;Оренбургская;5;Соль-Илецкий;5601500003100;0
Селинское;13555;Московская;9;Клинский;5001100018800;-1
Усть-Кяхта;56885;Бурятия;12;Кяхтинский;0301200003100;-1
"Верхняя Сунь";55635;Татарстан;39;Мамадышский;1602700003000;0
Булановка;29816;Белгородская;16;Шебекинский;3102000002200;0
Бесленей;42236;Карачаево-Черкесская;80;Хабезский;0900900000400;-1
Магистральный;13139;Омская;15;Омский;5502100003800;-1
Шерегеш;13932;Кемеровская;54;Таштагольский;4201200600000;-1
Украинка;47145;Оренбургская;5;Сакмарский;5600500002700;0
Усть-Луковка;47153;Новосибирская;23;Ордынский;5402000002300;0
Летнереченский;44074;Карелия;73;Беломорский;1000200000300;0
Мамоново;39722;Новосибирская;23;Маслянинский;5401800001700;0
"Новый Иштеряк";54398;Татарстан;39;Лениногорский;1602600004000;0
"Новые Черкассы";31853;Башкортостан;27;Уфа;0200000105500;-1
Акилово;52921;Пермский;22;Кочевский;5903100000300;0
Поярково;14423;Амурская;56;Михайловский;2801100000100;-1
Барятино;429;Калужская;33;Барятинский;4000300000100;-1
Васюково;56681;Московская;9;Можайский;5001800005300;-1
Мостовка;51783;Бурятия;12;Прибайкальский;0301600002300;0
Троицкое;13472;Омская;15;Омский;5502100008300;-1
"Новая Деревня";39650;Калининградская;38;Полесский;3901100004300;0
Ангасяк;34723;Башкортостан;27;Дюртюлинский;0206000001100;-1
Усть-Мосиха;50165;Алтайский;2;Ребрихинский;2203700002500;0
"Верхняя Матренка";42963;Липецкая;60;Добринский;4800500002300;-1
Зюзельский;31661;Свердловская;24;Полевской;6600001700400;-1
"Старая Салья";54372;Удмуртская;48;Киясовский;1801500002600;0
Гудино;57641;Московская;9;Солнечногорский;5003300003400;-1
Никольский;63571;Ростовская;45;Заветинский;6101200001500;0
Практичи;61704;Амурская;56;Мазановский;2801000002900;0
Джага;42235;Карачаево-Черкесская;80;Малокарачаевский;0900500000200;0
Великокнязевка;48333;Амурская;56;Белогорский;2800300000500;0
Побединка;46797;Рязанская;41;Скопинский;6201900010000;0
Сузун;730;Новосибирская;23;Сузунский;5402200000100;0
Лисино;51691;Ленинградская;26;Волосовский;4700300008800;-1
Высоковск;1546;Московская;9;Клинский;5001100200000;-1
Варваровка;46872;Пензенская;69;Каменский;5801100001400;0
Карды;55695;Смоленская;65;Ершичский;6701000009200;0
Хомутовская;37235;Ростовская;45;Кагальницкий;6101500004600;0
Никольское;62549;Ярославская;35;Ростовский;7601400012800;0
Пальцево;53367;Курская;62;Дмитриевский;4600600001500;-1
"Новая Глинка";30414;Белгородская;16;Яковлевский;3102100005400;0
Усть-Зула;52918;Пермский;22;Юрлинский;5903300008500;0
Микляево;59012;Московская;9;Клинский;5001100012800;-1
Сосновка;52460;Саратовская;47;Красноармейский;6401700003400;-1
Васильевка;48881;Пензенская;69;Пензенский;5802900001500;0
"Большая Куликовка";55850;Орловская;36;Орловский;5700100002200;0
Жилое;60188;Липецкая;60;Измалковский;4801000002500;0
"1-я Воробьевка";61830;Курская;62;Золотухинский;4600800000500;0
Новоузенск;13005;Саратовская;47;Новоузенский;6402300100000;0
Ефремовка;43992;Ростовская;45;Неклиновский;6102700004400;0
Кариево;47039;Башкортостан;27;Краснокамский;0203100003800;0
Шилово-Курья;52285;Новосибирская;23;Карасукский;5400900002700;0
Кондинское;23048;"Ханты-Мансийский Автономный округ - Югра";11;Кондинский;8600400001000;0
Егорлыкская;2901;Ростовская;45;Егорлыкский;6101100000100;-1
Исергапово;43851;Татарстан;39;Бавлинский;1601200001500;0
Александровка;51153;Саратовская;47;Советский;6403400000200;0
Степной;32751;Ростовская;45;Аксайский;6100300005400;-1
Комарово;2723;Санкт-Петербург;82;Санкт-Петербург;7800000001200;-1
Генеральское;2959;Саратовская;47;Энгельсский;6403900000800;-1
Чернево;60949;Московская;9;Можайский;5001800030400;-1
Богатырево;44522;Костромская;42;Костромской;4400100002000;-1
Люкшудья;55780;Удмуртская;48;Завьяловский;1800900005600;0
Салейкино;43393;Самарская;57;Шенталинский;6302600004000;0
Перелешинский;36647;Воронежская;63;Панинский;3602200006600;0
Даниловка;58522;Московская;9;Шаховская;5000004203100;-1
Никола;48108;Вологодская;51;Устюженский;3502200001000;0
Константиновск;2910;Ростовская;45;Константиновский;6101800100000;0
Щигоревка;30922;Белгородская;16;Шебекинский;3102000010400;0
Вязовка;14879;Астраханская;34;Черноярский;3001200000200;0
Жедочи;37143;Московская;9;Наро-Фоминск;5000005218400;-1
Грязно;14782;Ленинградская;26;Гатчинский;4700700005400;-1
"Белая Колпь";16566;Московская;9;Шаховская;5000004200700;-1
Андреевский;58240;Ставропольский;19;Советский;2602300000200;-1
Кокрек;48511;Дагестан;21;Хасавюртовский;0503700001800;0
"Мокрый Батай";35327;Ростовская;45;Кагальницкий;6101500002900;-1
Найтоповичи;33674;Брянская;29;Унечский;3202700005600;-1
Лылово;50849;Оренбургская;5;Гайский;5600400008200;-1
Педасельга;51769;Карелия;73;Прионежский;1000100003300;0
Вандыш;49468;Архангельская;66;Коношский;2900700002000;0
Домодедово;1174;Московская;9;Домодедово;5000000100000;-1
Садовая;37675;Смоленская;65;Дорогобужский;6700700009200;0
Гурьевка;36349;Тамбовская;58;Инжавинский;6800600002300;-1
Исаково;47577;Тверская;50;Калязинский;6901102002800;0
Курманка;43836;Свердловская;24;Заречный;6600000500400;-1
"Толстая Дубрава";42859;Липецкая;60;Становлянский;4801400012200;-1
Ашитбаш;46207;Татарстан;39;Арский;1601000001000;0
Красногвардеец;36876;Оренбургская;5;Бузулукский;5601200003100;0
Нюксеница;2034;Вологодская;51;Нюксенский;3501600000100;0
Филино;16366;Московская;9;"Серебряные Пруды";5000004307400;-1
Чистополье;50470;Новосибирская;23;Коченевский;5401200006400;0
Ярково;31037;Новосибирская;23;Новосибирский;5400100008500;-1
Боровое;36664;Тюменская;52;Ишимский;7201100000200;0
Болобново;55994;Московская;9;Озеры;5000004005600;-1
"Верхняя Санарка";61931;Челябинская;3;Пластовский;7404600000300;0
Барабан;53506;Курская;62;Конышевский;4601000000600;-1
Прогресс;48100;Башкортостан;27;Янаульский;0205200008300;0
Подоловка;50055;Амурская;56;Завитинский;2800500001700;0
Горняцкий;53344;Курская;62;Железногорский;4600700002100;-1
Байгузино;45266;Башкортостан;27;Ишимбайский;0202600001000;0
Пиганово;22878;Владимирская;17;Владимир;3300000102400;-1
"Старые Савруши";56441;Татарстан;39;Аксубаевский;1600400006700;-1
Тогул;820;Алтайский;2;Тогульский;2204900000100;0
Силосово;23762;Башкортостан;27;Бураевский;0201700001800;0
Хорьков;30849;Белгородская;16;Ракитянский;3101600006700;0
Бураково;58194;Тульская;37;Ясногорский;7102500002500;-1
Харик;43753;Иркутская;4;Куйтунский;3801300007500;0
Саратовка;62655;Оренбургская;5;Соль-Илецкий;5601500002800;0
Ирхидей;54032;Иркутская;4;Осинский;3813200001000;0
Горячеисточненская;37201;Чеченская;71;Грозненский;2000400000400;-1
Ключевое;55691;Еврейская;76;Смидовичский;7900500001100;0
Троицко-Печорск;44724;Коми;1;Троицко-Печорский;1101400000100;0
Хотетово;35594;Орловская;36;Свердловский;5701900010600;-1
Быки;44081;Курская;62;Курчатовский;4601200000600;-1
Глазов;561;Удмуртская;48;Глазов;1800000400000;-1
Романовка;37457;Ростовская;45;Сальский;6103500002300;0
Гаевка;16053;Ростовская;45;Неклиновский;6102700002900;-1
Жулево;57789;Московская;9;Егорьевск;5000003905200;-1
Губернское;13908;Челябинская;3;Аргаяшский;7402600002700;0
Калмашево;62942;Башкортостан;27;Чишминский;0205000004400;0
Турксад;43728;Ставропольский;19;Левокумский;2601600001300;0
Никульское;44991;Ярославская;35;Тутаевский;7601600034800;0
"ТИЗ Ново-Внуково";42590;Москва;81;Внуковское;7700100001800;-1
Красноселькуп;1441;Ямало-Ненецкий;6;Красноселькупский;8900200000100;0
Сазонки;60905;Московская;9;Дмитровский;5000500036000;-1
Винтай;57563;Самарская;57;Самара;6300000101200;-1
Богослово;15001;Московская;9;Щелковский;5004000001300;-1
Победное;37278;Крым;90;Джанкойский;9100300006500;-1
Амурское;43248;Амурская;56;Белогорский;2800300000200;0
Златоустовск;54282;Амурская;56;Селемджинский;2801500000300;0
Паганур;13736;"Марий Эл";32;Медведевский;1200800008900;0
Форсов;53460;Курская;62;Конышевский;4601000007900;-1
Эбях;45498;"Саха /Якутия/";10;Среднеколымский;1402500001000;0
Савино;31064;Ивановская;8;Савинский;3701600000100;-1
Белоусово;13889;Челябинская;3;Еткульский;7403000000500;-1
Осиновский;23643;Саратовская;47;Марксовский;6402100004000;0
Байково;47332;Нижегородская;67;Починковский;5203600000800;0
Сретенское;43603;Пермский;22;Ильинский;5900800017100;0
"Белый Омут";52088;Тверская;50;Вышневолоцкий;6900700001600;0
Коркино;1753;Челябинская;3;Коркинский;7404500100000;-1
"Новый Городок";58268;Московская;9;Щелковский;5004000012400;-1
Бунькова;51063;Свердловская;24;Пышминский;6602000000300;-1
"Санаторий N39";42595;Москва;81;Внуковское;7700100002400;-1
Старогорносталево;2000;Новосибирская;23;Здвинский;5400700001900;0
Хмелевое;30842;Белгородская;16;Корочанский;3101000012600;0
"Старый Дрюш";46237;Татарстан;39;Тукаевский;1604000002100;0
"Новый Бугалыш";37895;Свердловская;24;Красноуфимский;6601500004900;-1
Яблоновка;52100;Калининградская;38;Озерский;3901000009900;-1
Окуневка;37510;Крым;90;Черноморский;9101400002700;-1
"Нижнее Хорошово";35388;Московская;9;Коломна;5000002708400;-1
Денисово;50310;Калужская;33;Боровский;4000400003100;-1
"Теплые Ключи";47259;Ростовская;45;Кашарский;6101700007200;0
Чупино;42562;Новосибирская;23;Маслянинский;5401800003100;0
Палашер;33111;Пермский;22;Усольский;5902400006800;-1
Догужиев;16718;Адыгея;61;Красногвардейский;0100300001000;-1
Павловское;57346;Архангельская;66;Вельский;2900200009000;-1
Новолисино;16047;Ленинградская;26;Тосненский;4701800051800;-1
Драньково;57671;Московская;9;Егорьевск;5000003904900;-1
Лусось;59197;Московская;9;Можайский;5001800016900;-1
Натальино;59363;Московская;9;Раменский;5002800014200;-1
Покровка;52443;"Саха /Якутия/";10;Амгинский;1400500000900;0
Приморский;14908;Краснодарский;7;Приморско-Ахтарский;2302800004200;-1
Самарское;52220;Башкортостан;27;Хайбуллинский;0204800004100;0
Весенний;1171;Оренбургская;5;Оренбургский;5601900001500;-1
Ивановка;30073;Белгородская;16;Новооскольский;3101400003400;0
Титово;57493;Пензенская;69;Пачелмский;5802400005000;-1
Бережки;36238;Ленинградская;26;Волховский;4700400001700;-1
Богатенкова;38872;Свердловская;24;Каменский;6601300001300;-1
Малышево;34076;Челябинская;3;Сосновский;7403800003500;-1
Малиновка;35328;Томская;53;Томский;7001700007900;0
Семиозерье;30994;Ленинградская;26;Выборгский;4700600016500;-1
Дубовское;2900;Ростовская;45;Дубовский;6101000000100;0
Аксарка;1741;Ямало-Ненецкий;6;Приуральский;8900300000100;-1
Москва;61627;Кировская;44;Верхошижемский;4300700005400;0
Шижня;47238;Карелия;73;Беломорский;1000200004000;0
Каргинская;23833;Ростовская;45;Боковский;6100600002400;0
Ястребки;39278;Крым;90;Нижнегорский;9100800000900;0
"Старый Погост";61229;Тверская;50;Калининский;6900100047900;0
Мазальцево;33660;Смоленская;65;Смоленский;6700100020300;-1
Белое;36902;Новосибирская;23;Карасукский;5400900000400;0
Коркмаскала;35895;Дагестан;21;Кумторкалинский;0502300000100;-1
Майский;54793;Башкортостан;27;Иглинский;0202401200000;0
Овсянниково;59866;Московская;9;Дмитровский;5000500050500;-1
Майский;54793;Башкортостан;27;Иглинский;0202400011000;0
Голофеевка;29924;Белгородская;16;Волоконовский;3100600001900;0
Заречье;37490;Тверская;50;Вышневолоцкий;6900700012000;0
Черемхово;43268;Амурская;56;Ивановский;2800700003000;0
Разветье;45101;Курская;62;Железногорский;4600700008000;0
Октябрьское;54646;Новосибирская;23;Карасукский;5400900001600;0
Громово;42489;Калининградская;38;Славский;3901300001800;0
Огневское;13904;Челябинская;3;Каслинский;7400900003000;-1
Буян;48611;Алтайский;2;Крутихинский;2202300000400;0
Дмитриевщина;62132;Тамбовская;58;Рассказовский;6801700001100;0
"Медико-инструментального завода";31919;Московская;9;Можайский;5001800018300;-1
Мичуринский;23090;Новосибирская;23;Новосибирский;5400100400000;-1
Сукпай;47082;Хабаровский;14;"Имени Лазо";2700800003900;0
"Рыбная Слобода";1524;Татарстан;39;Рыбно-Слободский;1603500000100;0
Русакова;51095;Свердловская;24;Пышминский;6602000002900;-1
Корыхново;56300;Тверская;50;Бологовский;6900500007000;-1
"Красная Яруга";2066;Белгородская;16;Краснояружский;3101300000100;0
Кистер;61514;Брянская;29;Погарский;3201900005600;0
Атня;1534;Татарстан;39;Балтасинский;1601300000500;0
Уразбахты;58130;Башкортостан;27;Чишминский;0205000003700;-1
Асямовка;48685;Алтайский;2;Бурлинский;2200700000200;0
Вислый;46831;Ростовская;45;Семикаракорский;6103600000800;0
Раменское;1095;Московская;9;Раменский;5002800100000;-1
Лизуново;35296;Владимирская;17;Александровский;3300200001200;-1
Зоринский;2964;Саратовская;47;Саратовский;6400100012100;-1
Погорелка;59174;Тюменская;52;Абатский;7200200004500;-1
Атаманово;13876;Кемеровская;54;Новокузнецкий;4200900000800;-1
Хатажукай;16750;Адыгея;61;Шовгеновский;0100700003000;-1
Кондусла;37373;Новосибирская;23;Куйбышевский;5401500003500;0
Молодежный;43381;Тамбовская;58;Моршанский;6801000002300;-1
Березовка;36384;Самарская;57;Шигонский;6302700000600;0
"Сухие Плоты";47361;Тульская;37;Воловский;7100700010900;-1
Маук;13901;Челябинская;3;Каслинский;7400900002700;-1
Глазово;61404;Московская;9;Серпуховский;5003200004600;-1
Бакирово;61484;Татарстан;39;Лениногорский;1602600000600;0
Шоссе;56421;Орловская;36;Кромской;5701200012700;-1
"Красная Сопка";31945;Красноярский;13;Назаровский;2402800002800;0
"Старая Хворостань";47287;Воронежская;63;Лискинский;3601500004800;0
Куллар;55268;Дагестан;21;Дербентский;0501300003600;0
Рожново;33332;Владимирская;17;Муромский;3301100007600;-1
Ананьино;52786;Пермский;22;Чернушинский;5902800000200;0
Алтыново;57119;Ярославская;35;Угличский;7601700001000;-1
"Большие Яуши";47839;"Чувашская Республика -";64;Вурнарский;2100500001400;0
Смычка;45847;Свердловская;24;Туринский;6603000006000;-1
Максимовская;59563;Московская;9;Орехово-Зуевский;5002400009200;-1
Клычево;54488;"Чувашская Республика -";64;Чебоксарский;2101700020900;0
Шахта;52989;Пермский;22;Кизел;5900000701300;-1
Осиновка;37119;Саратовская;47;Романовский;6403000001000;0
Опарино;33005;Кировская;44;Опаринский;4302400000100;0
Прудбой;31859;Волгоградская;40;Калачевский;3401000003500;0
Кущевская;1605;Краснодарский;7;Кущевский;2302000000100;-1
Родники;60893;Ставропольский;19;Ипатовский;2601100002200;0
Тонкачево;54468;Рязанская;41;Сасовский;6201800010900;0
Сергиевский;45348;Саратовская;47;Саратовский;6400100001300;0
Чепорово;62371;Ярославская;35;Ростовский;7601400030000;0
Чернолагутинский;50291;Волгоградская;40;Киквидзенский;3401200003500;0
Савруха;36494;Самарская;57;Похвистневский;6301900006100;-1
Мойган;50041;Иркутская;4;Заларинский;3800700000900;0
Село;51692;Ленинградская;26;Волосовский;4700300013900;-1
Бутурлиновка;2351;Воронежская;63;Бутурлиновский;3600600100000;-1
Суморьево;51902;Нижегородская;67;Вознесенский;5201400005300;0
Байбек;14938;Астраханская;34;Красноярский;3000700000600;0
Артын;33439;Омская;15;Муромцевский;5501500000400;0
Павловка;52359;Крым;90;Белогорский;9100200002400;0
Этока;13584;Ставропольский;19;Предгорный;2602200001400;-1
Топтыково;17369;Московская;9;Кашира;5000003808900;-1
"Заветы Ильича";13105;Московская;9;Пушкинский;5002700102200;-1
Спасск;16832;Рязанская;41;Шацкий;6202400011200;0
Хмельники;62144;Ярославская;35;Ростовский;7601400021200;0
Теша;61650;Нижегородская;67;Навашинский;5203100004700;0
Кызыл-Озек;31704;Алтай;25;Майминский;0400300000800;-1
Измайлово;312;Владимирская;17;Александровский;3300200019000;0
Алексеево-Тузловка;38278;Ростовская;45;Родионово-Несветайский;6103400000400;0
Бжид;33059;Краснодарский;7;Туапсинский;2303600001000;-1
Качкан;58372;Ростовская;45;Октябрьский;6102900002400;-1
Мартыновка;38598;Крым;90;Джанкойский;9100300001100;0
Климовская;58040;Московская;9;Шатура;5000005108800;-1
Сотницыно;45457;Рязанская;41;Сасовский;6201800010100;0
Хормалы;56499;"Чувашская Республика -";64;Ибресинский;2100600005800;-1
Зямбайгурт;54022;Удмуртская;48;Вавожский;1800400002400;0
Новоюрьево;55018;Тамбовская;58;Староюрьевский;6802100003500;0
Башмаково;33120;Удмуртская;48;Игринский;1801000000500;0
"Нижнее Кечево";46382;Удмуртская;48;Малопургинский;1801700005000;0
Шатск;33496;Тульская;37;Ленинский;7101600024700;-1
Яблоново;30929;Белгородская;16;Чернянский;3101900005900;0
Журавлевка;59321;Краснодарский;7;Калининский;2301300001800;-1
Варвариха;56651;Московская;9;Руза;5000004503600;-1
Устье;33449;Московская;9;Руза;5000004522100;-1
Красноисетское;43160;Курганская;28;Далматовский;4500500001900;-1
Тангуй;36103;Иркутская;4;Братский;3800500004800;0
Пречистое;60065;Московская;9;Истринский;5000900065700;-1
Магазинка;38349;Крым;90;Красноперекопский;9100600002100;0
Галиахмерово;48008;Башкортостан;27;Учалинский;0204600007700;-1
Шишкино;61301;Московская;9;Волоколамский;5000300024100;-1
Маслова;45611;Курская;62;Октябрьский;4601700002000;-1
Саркуз;50305;Удмуртская;48;Кизнерский;1801400005600;0
Филькино;22897;Свердловская;24;Серов;6600003400400;-1
Кудьма;2810;Нижегородская;67;Богородский;5200500005700;-1
Гродеково;36224;Хабаровский;14;"Имени Лазо";2700800000800;0
Херсонский;55150;Ставропольский;19;Буденновский;2600700003200;0
Биектау;55022;Татарстан;39;Рыбно-Слободский;1603500000700;0
Мальцы;58902;Московская;9;Чехов;5000005311600;-1
Берняково;55822;Московская;9;Коломна;5000002701400;0
Березово;47857;Новосибирская;23;Маслянинский;5401800000500;0
"Большое Шелепино";44079;Тульская;37;Алексинский;7100200001600;-1
Молькино;52051;Рязанская;41;Клепиковский;6200600016800;0
Лощинино;34150;Рязанская;41;Касимовский;6200500011200;0
Новокиевка;59447;Волгоградская;40;Новоаннинский;3402100000800;0
Аропаккузи;51706;Ленинградская;26;Ломоносовский;4701200003000;-1
Коробкино;53508;Курская;62;Дмитриевский;4600600000700;-1
"Новая Габсельга";56650;Карелия;73;Медвежьегорский;1000800000600;-1
Кытыл-Дюра;55491;"Саха /Якутия/";10;Хангаласский;1403200000900;0
Петрово;33982;Московская;9;"Серебряные Пруды";5000004305800;-1
"Большой Порек";57328;Кировская;44;Кильмезский;4301200001100;-1
"Русские Алгаши";57492;"Чувашская Республика -";64;Шумерлинский;2101900004100;-1
СУ-847;60534;Московская;9;Дмитровский;5000500051500;-1
"Красное Подгороднее";30208;Белгородская;16;Яковлевский;3102100003700;0
Стремоухово;60522;Московская;9;Волоколамский;5000300019400;-1
Береговой;13265;Омская;15;Омск;5500000100300;-1
Вагайцево;31969;Новосибирская;23;Ордынский;5402000000400;-1
Чекмово;61039;Московская;9;Пушкинский;5002700008600;-1
"Новые Шальтямы";43785;"Чувашская Республика -";64;Канашский;2100700006700;0
Луговая;59176;Московская;9;Одинцовский;5002200010600;-1
Нариманова;31430;Тюменская;52;Тюменский;7200100004800;0
"Копцевы Хутора";54650;Липецкая;60;Липецкий;4801900003100;0
"Починок Кучук";56440;Татарстан;39;Кукморский;1602400007600;-1
Толстые;60622;Московская;9;"Серебряные Пруды";5000004307000;-1
Новоусманово;33103;Башкортостан;27;Бурзянский;0201800000500;0
"Горячий Ключ";35;Омская;15;Омский;5502100001500;-1
Запорожское;33467;Ленинградская;26;Приозерский;4701500000500;-1
Молзино;14886;Московская;9;Ногинский;5002100006700;-1
Маяк;47827;Челябинская;3;Брединский;7402700001800;0
Покровское;62953;Ставропольский;19;Красногвардейский;2601400000800;0
Солчур;37780;Тыва;75;Овюрский;1700800001600;0
Святица;45304;Кировская;44;Фаленский;4303700004400;0
Ремовский;52172;Алтайский;2;Локтевский;2202700002300;0
"Красная Новь";53522;Курская;62;Льговский;4601300004200;-1
Батайск;1072;Ростовская;45;Батайск;6100000300000;-1
Волотово;29880;Белгородская;16;Чернянский;3101900001300;0
Вербочки;63411;Ростовская;45;Морозовский;6102500001000;0
Барбашина;45765;Свердловская;24;Слободо-Туринский;6602300000300;-1
"Большие Яльчики";39024;"Чувашская Республика -";64;Яльчикский;2102100001200;0
Астрецово;16134;Московская;9;Дмитровский;5000500004400;-1
Молодцово;23656;Ленинградская;26;Кировский;4701000000400;-1
"Новый Ропск";45095;Брянская;29;Климовский;3201200006300;0
"Большая Рига";43319;Курганская;28;Шумихинский;4502300000700;0
Новогригорьевка;75005;Ростовская;45;Октябрьский;6102900005200;0
Лемешино;58732;Московская;9;Шатура;5000005110400;-1
Понарино;60023;Московская;9;Орехово-Зуевский;5002400012400;-1
Заозерье;49411;Ленинградская;26;Гатчинский;4700700007200;0
Макеиха;58999;Московская;9;Руза;5000004510400;-1
Черемшан;1530;Татарстан;39;Черемшанский;1604200000100;0
Вязищи;57233;Московская;9;Серпуховский;5003200004400;-1
"Вороний Остров";50919;Ленинградская;26;Тосненский;4701800056900;-1
Кумакское;37985;Оренбургская;5;Соль-Илецкий;5601500001300;0
Элита;33385;Омская;15;Москаленский;5501400006000;0
Черноморовский;55201;Волгоградская;40;Октябрьский;3402200002400;0
Сафарово;48035;Башкортостан;27;Учалинский;0204600003300;-1
Новоселки;52225;Рязанская;41;Шацкий;6202400008900;0
Теньгушево;15780;Мордовия;68;Теньгушевский;1302100000100;0
Трубецкой;30806;Белгородская;16;Яковлевский;3102100008300;0
Николаевка;15237;Башкортостан;27;Уфимский;0200100005700;-1
Заповедный;13658;Курская;62;Курский;4602900006400;-1
"Семеновский Завод";60241;Московская;9;Шатура;5000005116400;0
"Новая Романовка";49275;Брянская;29;Мглинский;3201600008300;0
Широкое;39277;Крым;90;Нижнегорский;9100800001900;0
Устье;36914;Рязанская;41;Сасовский;6201800011300;0
Манеж;58858;Московская;9;Шаховская;5000004207400;-1
Сюрек;45917;Удмуртская;48;Сюмсинский;1802100004500;0
Коксовый;32766;Ростовская;45;Белокалитвинский;6100500003900;-1
Апшеронск;1386;Краснодарский;7;Апшеронский;2300400100000;-1
Кирилловка;14397;Краснодарский;7;Новороссийск;2300000601100;-1
Денисовка;51868;Ростовская;45;Матвеево-Курганский;6102200001900;-1
Пшизов;16745;Адыгея;61;Шовгеновский;0100700002300;-1
Будище;49565;Курская;62;Большесолдатский;4600300002100;0
Бараново;36064;Тульская;37;Ясногорский;7102500001100;-1
Гололобовка;61735;Тамбовская;58;Мичуринский;6800800001900;0
Ивановское;48198;Ярославская;35;Переславский;7601200011000;0
Великодворская;61712;Вологодская;51;Верховажский;3500700000200;0
Огородный;52376;Краснодарский;7;Приморско-Ахтарский;2302800004100;0
Болховское;32814;Липецкая;60;Задонский;4800900001300;-1
"Новый Заган";47009;Бурятия;12;Мухоршибирский;0301400001300;0
Афанасово;48385;Московская;9;Мытищи;5000004408200;-1
Канчалан;32068;Чукотский;83;Анадырский;8700900000300;0
Раздольное;44737;Алтайский;2;Родинский;2203800001300;0
Кузяево;1695;Московская;9;Раменский;5002800011000;-1
Восточный;23806;Тульская;37;Ефремовский;7101000022600;-1
Рахманово;51125;Московская;9;Пушкинский;5002700007200;-1
Татарка;53373;Курская;62;Дмитриевский;4600600003100;-1
Туим;33560;Хакасия;74;Ширинский;1900900003100;0
Степановское;15441;Московская;9;Красногорск;5000004902700;-1
Усолье;566;Пермский;22;Усольский;5902400100000;-1
Озерки;41600;Рязанская;41;Сараевский;6201700010200;0
Андреевский;35475;Тюменская;52;Тюменский;7200100000200;0
Алыгджер;45976;Иркутская;4;Нижнеудинский;3801600000400;0
Ревино;60172;Московская;9;Волоколамский;5000300016900;-1
Жельцы;31920;Ленинградская;26;Лужский;4701300058200;-1
Жако;43580;Карачаево-Черкесская;80;Хабезский;0900900000500;-1
Марынычев;30333;Белгородская;16;Красногвардейский;3101200004700;-1
Поречье;54148;Сахалинская;20;Углегорский;6501500001100;0
Ошья;43651;Пермский;22;Куединский;5901100001500;0
"Ладожское Озеро";62228;Ленинградская;26;Всеволожский;4700500006400;-1
